university_id,new_course_id,new_course_name,new_course_name_key,new_course_name_stem,new_course_credits,new_course_requirement_type_id,new_course_degree_ids,new_course_family_count,new_course_scope,new_course_valid_rows,old_course_id,old_course_name,old_course_name_key,old_course_degree_ids,old_course_train_support,old_course_train_pass_rate,old_course_train_avg_mark,predecessor_rank,predecessor_count_for_new_course,relationship_type,weight_hint,match_method,lineage_scope_used,effective_from_part_id,approval_status,notes
111,110.111,قنوات التوزيع,قنوات توزيع,قنوات توزيع,3.0,5,7.111,1,specific,21,,,,,,,,,0,none,,none,7.111->7.111:degree_itself_train_present,20223,pending,No eligible in-scope predecessor candidate was found.
111,111.111,التسويق الدولي,تسويق دولي,تسويق دولي,3.0,5,7.111,1,specific,14,,,,,,,,,0,none,,none,7.111->7.111:degree_itself_train_present,20223,pending,No eligible in-scope predecessor candidate was found.
111,113.111,إدارة العلامة التجارية,اداره علامه تجاريه,اداره علامه تجاريه,3.0,6,7.111,1,specific,7,,,,,,,,,0,none,,none,7.111->7.111:degree_itself_train_present,20233,pending,No eligible in-scope predecessor candidate was found.
111,114.111,التسويق الالكتروني,تسويق الكتروني,تسويق الكتروني,3.0,5,7.111,1,specific,15,,,,,,,,,0,none,,none,7.111->7.111:degree_itself_train_present,20232,pending,No eligible in-scope predecessor candidate was found.
111,115.111,التسويق الاستراتيجي,تسويق استراتيجي,تسويق استراتيجي,3.0,5,7.111,1,specific,11,,,,,,,,,0,none,,none,7.111->7.111:degree_itself_train_present,20231,pending,No eligible in-scope predecessor candidate was found.
111,116.111,اتخاذ القرار اللوجستي,اتخاذ قرار لوجستي,اتخاذ قرار لوجستي,3.0,5,7.111,1,specific,25,,,,,,,,,0,none,,none,7.111->7.111:degree_itself_train_present,20231,pending,No eligible in-scope predecessor candidate was found.
111,117.111,مشروع تخرج في التسويق,مشروع تخرج في تسويق,مشروع تخرج في تسويق,4.0,5,7.111,1,specific,5,,,,,,,,,0,none,,none,7.111->7.111:degree_itself_train_present,20232,pending,No eligible in-scope predecessor candidate was found.
111,447.111,الذكاء الصنعي المتقدم,ذكاء صنعي متقدم,ذكاء صنعي متقدم,3.0,6,4.111,1,specific,10,,,,,,,,,0,none,,none,4.111->4.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,489.111,الآلات الكهربائية,الات كهرباييه,الات كهرباييه,3.0,6,5.111|6.111,2,specific,84,,,,,,,,,0,none,,none,5.111->5.111:degree_itself_train_present|6.111->6.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,492.111,بنيان الحواسيب المتقدم,بنيان حواسيب متقدم,بنيان حواسيب متقدم,3.0,6,5.111,1,specific,8,,,,,,,,,0,none,,none,5.111->5.111:degree_itself_train_present,20231,pending,No eligible in-scope predecessor candidate was found.
111,1163.111,الإنكليزية للمهندسين,انكليزيه للمهندسين,انكليزيه للمهندسين,2.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,76,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20222,pending,No eligible in-scope predecessor candidate was found.
111,1164.111,التحليل العددي,تحليل عددي,تحليل عددي,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,185,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1165.111,مهارات التواصل,مهارات تواصل,مهارات تواصل,2.0,4,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,21,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1166.111,إدارة المشاريع,اداره مشاريع,اداره مشاريع,2.0,4,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,112,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1167.111,إدارة المؤسسات,اداره موسسات,اداره موسسات,2.0,4,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,7,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20222,pending,No eligible in-scope predecessor candidate was found.
111,1169.111,ضمان جودة البرمجيات,ضمان جوده برمجيات,ضمان جوده برمجيات,3.0,5,26.111|46.111,1,specific,7,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1170.111,نماذج نضج البرمجيات,نماذج نضج برمجيات,نماذج نضج برمجيات,3.0,5,26.111|46.111,1,specific,14,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage,20233,pending,No eligible in-scope predecessor candidate was found.
111,1171.111,مدخل إلى الخوارزميات والبرمجة,مدخل الي خوارزميات والبرمجه,مدخل الي خوارزميات والبرمجه,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,834,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1172.111,الرياضيات المتقطعة,رياضيات متقطعه,رياضيات متقطعه,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,876,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1173.111,الجبر الخطي ونظرية المصفوفات,جبر خطي ونظريه مصفوفات,جبر خطي ونظريه مصفوفات,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,719,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1174.111,الفيزياء1,فيزياء#1,فيزياء,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,791,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1175.111,التحليل الرياضي1,تحليل رياضي#1,تحليل رياضي,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,917,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1176.111,البرمجة1,برمجه#1,برمجه,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,751,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1177.111,التحليل الرياضي2,تحليل رياضي#2,تحليل رياضي,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,688,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1178.111,الدارات المنطقية,دارات منطقيه,دارات منطقيه,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,567,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1179.111,الفيزياء2,فيزياء#2,فيزياء,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,759,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20222,pending,No eligible in-scope predecessor candidate was found.
111,1180.111,الدارات الكهربائية1,دارات كهرباييه#1,دارات كهرباييه,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,773,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1181.111,البرمجة2,برمجه#2,برمجه,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,517,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1182.111,الإحصاء والاحتمالات,احصاء والاحتمالات,احصاء والاحتمالات,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,378,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1183.111,بنيان الحواسيب1,بنيان حواسيب#1,بنيان حواسيب,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,split_or_merge,495,510.111,بنيان الحواسيب,بنيان حواسيب,3.111|4.111|5.111|6.111|21.111,1165,0.7759656652360515,62.73304721030043,1,1,split_from,,task_confirmed_split_merge,,20221,pending,Confirmed split/merge candidate excluded from ordinary predecessor matching; proposal remains pending.
111,1184.111,الخوارزميات وبنى المعطيات1,خوارزميات وبني معطيات#1,خوارزميات وبني معطيات,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,486,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1185.111,أساسيات قواعد البيانات,اساسيات قواعد بيانات,اساسيات قواعد بيانات,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,461,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1186.111,البرمجة3,برمجه#3,برمجه,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,277,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1187.111,نظرية الحوسبة,نظريه حوسبه,نظريه حوسبه,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,371,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1188.111,مدخل إلى هندسة البرمجيات,مدخل الي هندسه برمجيات,مدخل الي هندسه برمجيات,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,324,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1189.111,الخوارزميات وبنى المعطيات2,خوارزميات وبني معطيات#2,خوارزميات وبني معطيات,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,394,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1190.111,المعادلات التفاضلية والتحويلات,معادلات تفاضليه والتحويلات,معادلات تفاضليه والتحويلات,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,305,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1191.111,تراسل البيانات,تراسل بيانات,تراسل بيانات,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,355,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1192.111,بنيان الحواسيب2,بنيان حواسيب#2,بنيان حواسيب,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,split_or_merge,272,510.111,بنيان الحواسيب,بنيان حواسيب,3.111|4.111|5.111|6.111|21.111,1165,0.7759656652360515,62.73304721030043,1,1,split_from,,task_confirmed_split_merge,,20221,pending,Confirmed split/merge candidate excluded from ordinary predecessor matching; proposal remains pending.
111,1193.111,نظم التشغيل1,نظم تشغيل#1,نظم تشغيل,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,223,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1194.111,مدخل إلى الذكاء الصنعي,مدخل الي ذكاء صنعي,مدخل الي ذكاء صنعي,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,213,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1195.111,نظرية المعلومات,نظريه معلومات,نظريه معلومات,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,316,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1196.111,شبكات الحاسوب,شبكات حاسوب,شبكات حاسوب,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,149,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1197.111,تطبيقات,تطبيقات,تطبيقات,2.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,84,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20222,pending,No eligible in-scope predecessor candidate was found.
111,1198.111,مشروع فصلي,مشروع فصلي,مشروع فصلي,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,25,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20231,pending,No eligible in-scope predecessor candidate was found.
111,1199.111,مشروع تخرج1,مشروع تخرج#1,مشروع تخرج,3.0,3,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,8,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20232,pending,No eligible in-scope predecessor candidate was found.
111,1201.111,الرياضيات الترميمية,رياضيات ترميميه,رياضيات ترميميه,4.0,4,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,122,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
