REVIEW ARTIFACT - NOT AN EQUIVALENCE MAPPING. No mapping has been created or applied. Multiple candidates per course; buckets are mixed; conflicting evidence is retained deliberately. Do not consume as a lookup table.
review_bucket,new_course_id,new_course_name,valid_rows,first_valid_semester,censored_debut,faculty_id,degrees_offered_in_valid,candidate_1_course_id,candidate_1_name,candidate_1_name_similarity,candidate_1_name_exact_normalized,candidate_1_credits_old,candidate_1_credits_new,candidate_1_credits_equal,candidate_1_requirement_type_equal,candidate_1_faculty_equal,candidate_1_degree_lineage_linked,candidate_1_planned_level_equal,candidate_1_train_rows,candidate_1_last_active_semester,candidate_1_volume_collapsed,candidate_1_post_boundary_volume_ratio,candidate_1_temporal_complementarity,candidate_1_censored_predecessor,candidate_1_signals_matched,candidate_1_signals_conflicted,candidate_2_course_id,candidate_2_name,candidate_2_name_similarity,candidate_3_course_id,candidate_3_name,candidate_3_name_similarity,reason,human_decision_required
likely_equivalent_needs_review,1177.111,التحليل الرياضي2,688,20221,False,167.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,433.111,التحليل الرياضي 2,1.0,True,4.0,3.0,False,True,False,True,False,1141,20233,True,0.1798,False,True,name_exact|requirement_type|degree_lineage|predecessor_volume_collapse|volume_continuity,credits|faculty|planned_level|temporal_complementarity,401.111,تحليل رياضي 2,1.0,503.111,التحليل العددي,0.7097,"name similarity 1.00 with degree-lineage link; unmet for confirmation: credits, temporal corroboration censored by the VALID end date",yes
likely_equivalent_needs_review,1422.111,مهارات الحاسوب,686,20231,False,2.111,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|52.111|53.111|54.111|55.111|56.111,967.111,مهارات الحاسوب,1.0,True,3.0,3.0,True,True,False,True,True,9254,20233,False,0.5431,False,True,name_exact|credits|requirement_type|degree_lineage|planned_level,faculty|predecessor_volume_collapse|temporal_complementarity|volume_continuity,584.111,مهارات الحاسوب,1.0,398.111,مهارات الحاسوب,1.0,name similarity 1.00 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
likely_equivalent_needs_review,1375.111,مبادئ المحاسبة1,656,20221,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|53.111|54.111|55.111|56.111,1.111,مبادئ المحاسبة 1,1.0,True,2.0,3.0,False,True,False,True,True,1474,20232,True,0.0741,False,True,name_exact|requirement_type|degree_lineage|planned_level|predecessor_volume_collapse|volume_continuity,credits|faculty|temporal_complementarity,154.111,مبادئ المحاسبة 1,1.0,70.111,مبادئ الإدارة,0.6897,"name similarity 1.00 with degree-lineage link; unmet for confirmation: credits, temporal corroboration censored by the VALID end date",yes
likely_equivalent_needs_review,1365.111,رياضيات الأعمال,638,20221,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|53.111|54.111|55.111|56.111,118.111,رياضيات الأعمال,1.0,True,3.0,3.0,True,True,False,True,True,1408,20232,True,0.3071,False,True,name_exact|credits|requirement_type|degree_lineage|planned_level|predecessor_volume_collapse|volume_continuity,faculty|temporal_complementarity,1040.111,رياضيات – 1,0.7273,431.111,الرياضيات المتقطعة,0.6667,name similarity 1.00 with degree-lineage link; unmet for confirmation: temporal corroboration censored by the VALID end date,yes
likely_equivalent_needs_review,1332.111,إدارة الموارد البشرية,594,20221,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|53.111|54.111|55.111|56.111,73.111,إدارة الموارد البشرية,1.0,True,3.0,3.0,True,True,False,True,False,958,20233,True,0.2826,False,True,name_exact|credits|requirement_type|degree_lineage|predecessor_volume_collapse|volume_continuity,faculty|planned_level|temporal_complementarity,26.111,إدارة المشاريع,0.6897,191.111,ادارة موارد بشرية,1.0,name similarity 1.00 with degree-lineage link; unmet for confirmation: temporal corroboration censored by the VALID end date,yes
likely_equivalent_needs_review,1372.111,مبادئ الإدارة,579,20221,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|53.111|54.111|55.111|56.111,70.111,مبادئ الإدارة,1.0,True,2.0,3.0,False,True,False,True,True,1404,20233,True,0.2257,False,True,name_exact|requirement_type|degree_lineage|planned_level|predecessor_volume_collapse|volume_continuity,credits|faculty|temporal_complementarity,155.111,مبادئ الادارة,1.0,1.111,مبادئ المحاسبة 1,0.6897,"name similarity 1.00 with degree-lineage link; unmet for confirmation: credits, temporal corroboration censored by the VALID end date",yes
likely_equivalent_needs_review,1178.111,الدارات المنطقية,567,20221,False,167.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,434.111,الدارات المنطقية,1.0,True,4.0,3.0,False,True,False,True,False,1396,20231,True,0.0602,False,False,name_exact|requirement_type|degree_lineage|predecessor_volume_collapse|volume_continuity,credits|faculty|planned_level|temporal_complementarity,431.111,الرياضيات المتقطعة,0.6471,383.111,دارات منطقية,1.0,name similarity 1.00 with degree-lineage link; unmet for confirmation: credits,yes
unresolved,1368.111,قانون الأعمال,531,20221,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|53.111|54.111|55.111|56.111,71.111,البيئة القانونية للأعمال,0.7097,False,3.0,3.0,True,True,False,True,False,1439,20233,True,0.3476,False,True,credits|requirement_type|degree_lineage|predecessor_volume_collapse|volume_continuity,name_exact|faculty|planned_level|temporal_complementarity,118.111,رياضيات الأعمال,0.6429,74.111,إنكليزي الأعمال,0.7143,plausible but insufficient: name only 0.71 similar,yes
unresolved,1181.111,البرمجة2,517,20221,False,167.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,519.111,برمجة النظم,0.75,False,3.0,3.0,True,True,False,True,False,420,20233,False,1.6914,False,True,credits|requirement_type|degree_lineage|volume_continuity,name_exact|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,414.111,برمجة 2,1.0,514.111,البرمجة الإجرائية,0.6154,plausible but insufficient: name only 0.75 similar,yes
likely_equivalent_needs_review,1183.111,بنيان الحواسيب1,495,20221,False,167.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,510.111,بنيان الحواسيب,0.9333,False,3.0,3.0,True,True,False,True,False,1165,20233,True,0.2362,False,True,credits|requirement_type|degree_lineage|predecessor_volume_collapse|volume_continuity,name_exact|faculty|planned_level|temporal_complementarity,524.111,بيانيات الحاسوب,0.7097,466.111,شبكات الحاسوب,0.6207,name similarity 0.93 with degree-lineage link; unmet for confirmation: temporal corroboration censored by the VALID end date,yes
likely_equivalent_needs_review,1184.111,الخوارزميات وبنى المعطيات1,486,20221,False,167.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,516.111,الخوارزميات وبنى المعطيات 1,1.0,True,3.0,3.0,True,True,False,True,True,1088,20232,True,0.2776,False,True,name_exact|credits|requirement_type|degree_lineage|planned_level|predecessor_volume_collapse|volume_continuity,faculty|temporal_complementarity,522.111,الخوارزميات وبنى المعطيات 2,0.963,368.111,خوارزميات 1,0.6471,name similarity 1.00 with degree-lineage link; unmet for confirmation: temporal corroboration censored by the VALID end date,yes
likely_equivalent_needs_review,1424.111,اللغة الإنكليزية – 2,471,20232,True,2.111,35.111|40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|52.111|53.111|54.111|55.111|56.111,836.111,اللغة الانكليزية - 2,1.0,True,3.0,3.0,True,True,False,True,True,275,20192,False,0.5,True,False,name_exact|credits|requirement_type|degree_lineage|planned_level|temporal_complementarity,faculty|predecessor_volume_collapse|volume_continuity,222.111,لغة انكليزية (2),1.0,157.111,لغة انكليزية 2,1.0,name similarity 1.00 with degree-lineage link; unmet for confirmation: ambiguous: a second candidate carries equal evidence,yes
unresolved,1185.111,أساسيات قواعد البيانات,461,20221,False,167.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|48.111|49.111,517.111,قواعد البيانات 1,0.7368,False,3.0,3.0,True,True,False,True,False,758,20233,False,0.4657,False,True,credits|requirement_type|degree_lineage|volume_continuity,name_exact|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,527.111,قواعد البيانات 2,0.7368,381.111,قواعد البيانات 1,0.7368,plausible but insufficient: name only 0.74 similar,yes
likely_equivalent_needs_review,1189.111,الخوارزميات وبنى المعطيات2,394,20221,False,167.111,26.111|27.111|29.111|30.111|31.111|45.111|49.111,522.111,الخوارزميات وبنى المعطيات 2,1.0,True,3.0,3.0,True,False,False,True,True,516,20233,False,0.5166,False,True,name_exact|credits|degree_lineage|planned_level|volume_continuity,requirement_type|faculty|predecessor_volume_collapse|temporal_complementarity,516.111,الخوارزميات وبنى المعطيات 1,0.963,443.111,خوارزميات البحث الذكية,0.6122,"name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, no uncensored temporal/enrolment corroboration (predecessor still running at full volume)",yes
unresolved,1374.111,مبادئ التسويق,394,20221,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|53.111|54.111|55.111|56.111,98.111,إدارة التسويق,0.7692,False,3.0,3.0,True,True,False,True,False,814,20232,False,0.6543,False,True,credits|requirement_type|degree_lineage|volume_continuity,name_exact|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,97.111,مدخل إلى التسويق,0.7826,1.111,مبادئ المحاسبة 1,0.6207,plausible but insufficient: name only 0.77 similar,yes
likely_equivalent_needs_review,1182.111,الإحصاء والاحتمالات,378,20221,False,167.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,504.111,الإحصاء والاحتمالات,1.0,True,3.0,3.0,True,True,False,True,False,886,20232,True,0.2727,False,True,name_exact|credits|requirement_type|degree_lineage|predecessor_volume_collapse|volume_continuity,faculty|planned_level|temporal_complementarity,424.111,الأحصاء والأحتمالات,1.0,846.111,الاحصاء والاحتمالات,1.0,name similarity 1.00 with degree-lineage link; unmet for confirmation: temporal corroboration censored by the VALID end date,yes
likely_equivalent_needs_review,1282.111,الاقتصاد الجزئي,373,20222,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|53.111|54.111|55.111|56.111,45.111,الاقتصاد الجزئي,1.0,True,2.0,3.0,False,True,False,True,True,738,20233,False,0.8075,False,True,name_exact|requirement_type|degree_lineage|planned_level|volume_continuity,credits|faculty|predecessor_volume_collapse|temporal_complementarity,48.111,الاقتصاد الكلي,0.8276,312.111,علم الإحصاء الحيوي,0.625,"name similarity 1.00 with degree-lineage link; unmet for confirmation: credits, no uncensored temporal/enrolment corroboration (predecessor still running at full volume)",yes
likely_equivalent_needs_review,1187.111,نظرية الحوسبة,371,20221,False,167.111,26.111|27.111|29.111|30.111|31.111|46.111|48.111,521.111,نظرية الحوسبة,1.0,True,3.0,3.0,True,False,False,True,True,483,20233,False,0.987,False,True,name_exact|credits|degree_lineage|planned_level|volume_continuity,requirement_type|faculty|predecessor_volume_collapse|temporal_complementarity,510.111,بنيان الحواسيب,0.6667,437.111,نظرية المعلومات,0.6429,"name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, no uncensored temporal/enrolment corroboration (predecessor still running at full volume)",yes
unresolved,1191.111,تراسل البيانات,355,20221,False,167.111,26.111|27.111|29.111|30.111|31.111,512.111,تراسل المعطيات,0.7857,False,3.0,3.0,True,True,False,True,False,696,20233,False,0.7665,False,True,credits|requirement_type|degree_lineage|volume_continuity,name_exact|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,517.111,قواعد البيانات 1,0.6667,527.111,قواعد البيانات 2,0.6667,plausible but insufficient: name only 0.79 similar,yes
unresolved,1188.111,مدخل إلى هندسة البرمجيات,324,20221,False,167.111,26.111|27.111|29.111|30.111|31.111,532.111,هندسة البرمجيات,0.7879,False,3.0,3.0,True,False,False,True,False,225,20233,False,1.9795,False,True,credits|degree_lineage|volume_continuity,name_exact|requirement_type|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,420.111,هندسة البرمجيات  1,0.7429,422.111,هندسة البرمجيات 3,0.7429,plausible but insufficient: requirement type differs; name only 0.79 similar,yes
likely_equivalent_needs_review,1195.111,نظرية المعلومات,316,20221,False,167.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|49.111,437.111,نظرية المعلومات,1.0,True,3.0,3.0,True,True,False,True,True,650,20233,False,0.622,False,True,name_exact|credits|requirement_type|degree_lineage|planned_level|volume_continuity,faculty|predecessor_volume_collapse|temporal_complementarity,529.111,أمن نظم المعلومات,0.75,521.111,نظرية الحوسبة,0.6429,name similarity 1.00 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
likely_equivalent_needs_review,1429.111,علم البيئة,308,20231,False,2.111,40.111|41.111|42.111|44.111|45.111|47.111|49.111|50.111|52.111|53.111|54.111|55.111|56.111,1021.111,علم البيئة,1.0,True,2.0,2.0,True,True,False,True,False,6026,20233,False,0.6745,False,True,name_exact|credits|requirement_type|degree_lineage,faculty|planned_level|predecessor_volume_collapse|temporal_complementarity|volume_continuity,1020.111,علم الإدارة,0.6667,309.111,علم الأدوية,0.7619,name similarity 1.00 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
likely_equivalent_needs_review,1190.111,المعادلات التفاضلية والتحويلات,305,20221,False,167.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111,426.111,المعادلات التفاضلية والتحويلات,1.0,True,3.0,3.0,True,False,False,True,True,292,20231,False,1.0294,False,False,name_exact|credits|degree_lineage|planned_level,requirement_type|faculty|predecessor_volume_collapse|temporal_complementarity|volume_continuity,511.111,المعالجات الصغرية ولغة التجميع,0.6333,474.111,الاتصالات النقالة واللاسلكية,0.6207,"name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, no uncensored temporal/enrolment corroboration (predecessor still running at full volume)",yes
likely_equivalent_needs_review,1376.111,مبادئ المحاسبة2,292,20222,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|53.111|54.111|55.111|56.111,2.111,مبادئ المحاسبة 2,1.0,True,2.0,3.0,False,True,False,True,False,984,20233,False,0.432,False,True,name_exact|requirement_type|degree_lineage|volume_continuity,credits|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,161.111,مبادئ محاسبة 2,1.0,70.111,مبادئ الإدارة,0.6897,"name similarity 1.00 with degree-lineage link; unmet for confirmation: credits, no uncensored temporal/enrolment corroboration (predecessor still running at full volume)",yes
unresolved,1186.111,البرمجة3,277,20221,False,167.111,26.111|27.111|29.111|30.111|31.111,519.111,برمجة النظم,0.75,False,3.0,3.0,True,True,False,True,False,420,20233,False,1.6914,False,True,credits|requirement_type|degree_lineage|volume_continuity,name_exact|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,415.111,برمجة 3,1.0,514.111,البرمجة الإجرائية,0.6154,plausible but insufficient: name only 0.75 similar,yes
likely_equivalent_needs_review,1192.111,بنيان الحواسيب2,272,20221,False,167.111,26.111|27.111|29.111|30.111|31.111,510.111,بنيان الحواسيب,0.9333,False,3.0,3.0,True,True,False,True,False,1165,20233,True,0.2362,False,True,credits|requirement_type|degree_lineage|predecessor_volume_collapse|volume_continuity,name_exact|faculty|planned_level|temporal_complementarity,524.111,بيانيات الحاسوب,0.7097,466.111,شبكات الحاسوب,0.6207,name similarity 0.93 with degree-lineage link; unmet for confirmation: temporal corroboration censored by the VALID end date,yes
unresolved,1309.111,إحصاء الاعمال1,268,20222,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|53.111|54.111|55.111|56.111,120.111,إحصاء الأعمال والاقتصاد,0.7222,False,3.0,3.0,True,True,False,True,True,903,20233,False,0.5892,False,True,credits|requirement_type|degree_lineage|planned_level|volume_continuity,name_exact|faculty|predecessor_volume_collapse|temporal_complementarity,118.111,رياضيات الأعمال,0.6897,504.111,الإحصاء والاحتمالات,0.6875,plausible but insufficient: name only 0.72 similar,yes
likely_equivalent_needs_review,1373.111,مبادئ الإدارة المالية,254,20222,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|53.111|54.111|55.111|56.111,44.111,مبادئ الإدارة المالية,1.0,True,2.0,3.0,False,True,False,True,False,1025,20233,False,0.4421,False,True,name_exact|requirement_type|degree_lineage|volume_continuity,credits|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,26.111,إدارة المشاريع,0.6286,73.111,إدارة الموارد البشرية,0.619,"name similarity 1.00 with degree-lineage link; unmet for confirmation: credits, no uncensored temporal/enrolment corroboration (predecessor still running at full volume)",yes
likely_equivalent_needs_review,1237.111,نظم قواعد البيانات,237,20221,False,167.111,26.111|27.111|29.111,527.111,قواعد البيانات 2,0.8235,False,3.0,3.0,True,True,False,True,False,341,20233,False,1.3775,False,True,credits|requirement_type|degree_lineage|volume_continuity,name_exact|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,381.111,قواعد البيانات 1,0.8235,382.111,قواعد البيانات 2,0.8235,name similarity 0.82 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
unresolved,1193.111,نظم التشغيل1,223,20221,False,167.111,26.111|27.111|29.111|30.111|31.111,528.111,نظم التشغيل,0.9167,False,3.0,3.0,True,False,False,True,False,183,20233,False,2.9062,False,True,credits|degree_lineage|volume_continuity,name_exact|requirement_type|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,407.111,نظم التشغيل,0.9167,535.111,نظم التشغيل الموزعة,0.7692,plausible but insufficient: requirement type differs; name only 0.92 similar,yes
likely_equivalent_needs_review,1194.111,مدخل إلى الذكاء الصنعي,213,20221,False,167.111,26.111|27.111|29.111|30.111|31.111,435.111,مقدمة في الذكاء الصنعي,0.8125,False,3.0,3.0,True,True,False,True,True,746,20233,False,0.4861,False,True,credits|requirement_type|degree_lineage|planned_level|volume_continuity,name_exact|faculty|predecessor_volume_collapse|temporal_complementarity,412.111,مبادئ الذكاء الصنعي,0.8276,445.111,مدخل إلى الروبوتية,0.6154,name similarity 0.81 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
likely_equivalent_needs_review,1346.111,بحوث العمليات,190,20223,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|53.111|54.111|55.111|56.111,122.111,بحوث العمليات,1.0,True,3.0,3.0,True,False,False,True,True,257,20233,False,1.55,False,True,name_exact|credits|degree_lineage|planned_level|volume_continuity,requirement_type|faculty|predecessor_volume_collapse|temporal_complementarity,518.111,بحوث العمليات,1.0,205.111,بحوث العمليات,1.0,"name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, no uncensored temporal/enrolment corroboration (predecessor still running at full volume)",yes
likely_equivalent_needs_review,1164.111,التحليل العددي,185,20221,False,167.111,26.111|27.111|29.111|30.111|31.111,503.111,التحليل العددي,1.0,True,3.0,3.0,True,True,False,True,True,1031,20232,True,0.1935,False,True,name_exact|credits|requirement_type|degree_lineage|planned_level|predecessor_volume_collapse,faculty|temporal_complementarity|volume_continuity,502.111,التحليل الرياضي 1,0.7097,433.111,التحليل الرياضي 2,0.7097,name similarity 1.00 with degree-lineage link; unmet for confirmation: temporal corroboration censored by the VALID end date,yes
likely_equivalent_needs_review,1425.111,مدخل الى القانون,185,20231,False,2.111,40.111|41.111|42.111|44.111|46.111|49.111|50.111|53.111|54.111|55.111,1019.111,مدخل الى القانون,1.0,True,2.0,2.0,True,True,False,True,False,4065,20233,False,0.9825,False,True,name_exact|credits|requirement_type|degree_lineage,faculty|planned_level|predecessor_volume_collapse|temporal_complementarity|volume_continuity,152.111,مدخل الى القانون,1.0,97.111,مدخل إلى التسويق,0.75,name similarity 1.00 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
unresolved,1371.111,مبادئ الاقتصاد,168,20221,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|53.111|54.111|55.111|56.111,154.111,مبادئ المحاسبة 1,0.6,False,3.0,3.0,True,False,False,True,True,222,20141,False,,True,False,credits|degree_lineage|planned_level|temporal_complementarity,name_exact|requirement_type|faculty|predecessor_volume_collapse|volume_continuity,70.111,مبادئ الإدارة,0.7407,188.111,دراسات الجدوى الاقتصادية,0.6316,plausible but insufficient: requirement type differs; name only 0.60 similar,yes
unresolved,1327.111,إدارة العمليات والإنتاج,161,20222,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|53.111|54.111|55.111|56.111,120.111,إحصاء الأعمال والاقتصاد,0.6667,False,3.0,3.0,True,True,False,True,False,903,20233,False,0.5892,False,True,credits|requirement_type|degree_lineage,name_exact|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity|volume_continuity,75.111,أخلاقيات العمل والاستدامة,0.625,197.111,ادارة المؤسسات المالية,0.6667,plausible but insufficient: name only 0.67 similar,yes
