new_course_id,new_course_name,university_id,degree_id,first_valid_semester,valid_row_count,candidate_old_course_id,candidate_old_course_name,last_train_semester,train_row_count,exact_name_match,name_similarity,credits_match,course_type_match,requirement_type_match,planned_level_match,prerequisite_similarity,temporal_replacement_signal,official_mapping_evidence,candidate_score,diagnostic_status,review_reason
1164.111,التحليل العددي,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,185,503.111,التحليل العددي,20213,1031,True,1.0,True,True,True,True,,False,,95.0,likely_renumbered_needs_review,exact normalized name; same degree; same faculty; same credits; same course type; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1165.111,مهارات التواصل,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,21,662.111,مهارات التواصل,20213,1596,True,1.0,True,True,False,False,,False,,68.0,likely_renumbered_needs_review,exact normalized name; same credits; same course type; similarity cannot confirm equivalence without an official source
1166.111,إدارة المشاريع,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,112,505.111,إدارة المشاريع,20213,624,True,1.0,True,True,True,True,,False,,85.0,likely_renumbered_needs_review,exact normalized name; same faculty; same credits; same course type; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1167.111,إدارة المؤسسات,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20222,7,509.111,إدارة المؤسسات,20213,461,True,1.0,True,True,True,False,,False,,80.0,likely_renumbered_needs_review,exact normalized name; same faculty; same credits; same course type; same requirement type; similarity cannot confirm equivalence without an official source
1169.111,ضمان جودة البرمجيات,111,26.111|46.111,20232,7,537.111,ضمان جودة البرمجيات واختبارها,20213,162,False,0.7916666666666666,True,False,True,True,,False,,25.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
117.111,مشروع تخرج في التسويق,111,7.111,20232,5,25.111,مشروع  تخرج في المحاسبة والتدقيق,20213,70,False,0.7307692307692307,True,True,True,True,,False,,35.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1170.111,نماذج نضج البرمجيات,111,26.111|46.111,20233,14,532.111,هندسة البرمجيات,20212,225,False,0.6470588235294118,True,False,True,False,,False,,20.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1171.111,مدخل إلى الخوارزميات والبرمجة,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,834,513.111,مقدمة في الخوارزميات والبرمجة,20213,2117,False,0.8275862068965517,True,True,True,True,,False,,35.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1172.111,الرياضيات المتقطعة,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,876,431.111,الرياضيات المتقطعة,20213,1929,True,1.0,True,False,True,True,,False,,90.0,likely_renumbered_needs_review,exact normalized name; same degree; same faculty; same credits; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1173.111,الجبر الخطي ونظرية المصفوفات,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,719,432.111,الجبر الخطي ونظرية المصفوفات,20212,1933,True,1.0,False,True,True,True,,False,,87.0,likely_renumbered_needs_review,exact normalized name; same degree; same faculty; same course type; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1174.111,الفيزياء1,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,791,501.111,الفيزياء 1,20213,1910,False,0.9473684210526315,True,True,True,True,,False,,63.94736842105263,likely_renumbered_needs_review,same degree; same faculty; same credits; same course type; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1175.111,التحليل الرياضي1,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,917,502.111,التحليل الرياضي 1,20213,1524,False,0.9696969696969697,False,True,True,True,,False,,56.39393939393939,likely_renumbered_needs_review,same degree; same faculty; same course type; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1176.111,البرمجة1,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,751,413.111,برمجة 1,20151,168,False,0.8,False,True,False,True,,False,,20.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1177.111,التحليل الرياضي2,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,688,433.111,التحليل الرياضي 2,20213,1141,False,0.9696969696969697,False,True,True,False,,False,,41.39393939393939,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1178.111,الدارات المنطقية,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,567,434.111,الدارات المنطقية,20213,1396,True,1.0,False,True,True,False,,False,,72.0,likely_renumbered_needs_review,exact normalized name; same faculty; same course type; same requirement type; similarity cannot confirm equivalence without an official source
1179.111,الفيزياء2,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20222,759,457.111,الفيزياء 2,20213,362,False,0.9473684210526315,True,True,False,True,,False,,56.94736842105263,likely_renumbered_needs_review,same degree; same faculty; same credits; same course type; same planned level; similarity cannot confirm equivalence without an official source
1180.111,الدارات الكهربائية1,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,773,427.111,الدارات الكهربائية 1,20212,385,False,0.9743589743589743,True,True,False,False,,False,,42.48717948717949,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1181.111,البرمجة2,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,517,414.111,برمجة 2,20133,166,False,0.8,False,True,False,False,,False,,15.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1182.111,الإحصاء والاحتمالات,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,378,504.111,الإحصاء والاحتمالات,20213,886,True,1.0,True,True,True,True,,False,,85.0,likely_renumbered_needs_review,exact normalized name; same faculty; same credits; same course type; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1183.111,بنيان الحواسيب1,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,495,510.111,بنيان الحواسيب,20213,1165,False,0.9655172413793104,True,False,True,True,,False,,59.310344827586206,likely_renumbered_needs_review,same degree; same faculty; same credits; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1184.111,الخوارزميات وبنى المعطيات1,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,486,516.111,الخوارزميات وبنى المعطيات 1,20213,1088,False,0.9811320754716981,True,True,True,True,,False,,64.62264150943396,likely_renumbered_needs_review,same degree; same faculty; same credits; same course type; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1185.111,أساسيات قواعد البيانات,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,461,517.111,قواعد البيانات 1,20212,758,False,0.7368421052631579,True,True,True,True,,False,,35.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1186.111,البرمجة3,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,277,415.111,برمجة 3,20154,128,False,0.8,False,True,False,True,,False,,20.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1187.111,نظرية الحوسبة,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,371,521.111,نظرية الحوسبة,20212,483,True,1.0,True,True,False,True,,False,,78.0,likely_renumbered_needs_review,exact normalized name; same faculty; same credits; same course type; same planned level; similarity cannot confirm equivalence without an official source
1188.111,مدخل إلى هندسة البرمجيات,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,324,532.111,هندسة البرمجيات,20212,225,False,0.7692307692307693,True,True,False,False,,False,,23.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1189.111,الخوارزميات وبنى المعطيات2,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,394,522.111,الخوارزميات وبنى المعطيات 2,20213,516,False,0.9811320754716981,True,True,False,True,,False,,47.62264150943396,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1190.111,المعادلات التفاضلية والتحويلات,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,305,426.111,المعادلات التفاضلية والتحويلات,20212,292,True,1.0,True,True,False,True,,False,,78.0,likely_renumbered_needs_review,exact normalized name; same faculty; same credits; same course type; same planned level; similarity cannot confirm equivalence without an official source
1191.111,تراسل البيانات,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,355,512.111,تراسل المعطيات,20213,696,False,0.7857142857142857,True,True,True,False,,False,,30.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1192.111,بنيان الحواسيب2,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,272,510.111,بنيان الحواسيب,20213,1165,False,0.9655172413793104,True,False,True,False,,False,,54.310344827586206,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1193.111,نظم التشغيل1,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,223,528.111,نظم التشغيل,20212,183,False,0.9565217391304348,True,True,False,False,,False,,42.130434782608695,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1194.111,مدخل إلى الذكاء الصنعي,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,213,412.111,مبادئ الذكاء الصنعي,20161,39,False,0.7804878048780488,True,True,False,False,,False,,23.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1195.111,نظرية المعلومات,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,316,437.111,نظرية المعلومات,20213,650,True,1.0,True,True,True,True,,False,,85.0,likely_renumbered_needs_review,exact normalized name; same faculty; same credits; same course type; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1196.111,شبكات الحاسوب,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,149,466.111,شبكات الحاسوب,20213,548,True,1.0,True,True,False,False,,False,,73.0,likely_renumbered_needs_review,exact normalized name; same faculty; same credits; same course type; similarity cannot confirm equivalence without an official source
1197.111,تطبيقات,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20222,84,540.111,تطبيقات إنترنت,20211,77,False,0.6666666666666666,False,True,False,True,,False,,20.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1198.111,مشروع فصلي,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20231,25,538.111,مشروع  فصلي,20213,206,True,1.0,True,True,False,True,,False,,78.0,likely_renumbered_needs_review,exact normalized name; same faculty; same credits; same course type; same planned level; similarity cannot confirm equivalence without an official source
1199.111,مشروع تخرج1,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20232,8,394.111,مشروع تخرج,20092,1,False,0.9523809523809523,False,True,False,True,,False,,39.04761904761905,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1201.111,الرياضيات الترميمية,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20221,122,1036.111,رياضيات ترميمية,20212,71,False,0.8823529411764706,True,False,True,False,,False,,42.64705882352941,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1203.111,نظرية الألعاب,111,27.111|29.111|47.111|48.111,20231,81,24.111,نظرية المحاسبة,20212,84,False,0.7407407407407407,True,False,True,False,,False,,20.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1204.111,مدخل إلى تعلم الآلة,111,26.111|27.111|29.111|30.111|45.111|46.111|47.111|48.111,20221,112,452.111,تعلم الآلة,20152,3,False,0.6896551724137931,True,True,True,True,,False,,30.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1205.111,معالجة الصور وتحليلها,111,26.111|27.111|46.111|47.111,20221,55,451.111,معالجة الصور وتحليلها,20211,57,True,1.0,True,True,False,True,,False,,73.0,likely_renumbered_needs_review,exact normalized name; same credits; same course type; same planned level; similarity cannot confirm equivalence without an official source
1206.111,النمذجة العددية,111,27.111|47.111,20232,11,543.111,البرمجة التفرعية,20211,79,False,0.7096774193548387,True,True,False,False,,False,,18.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1207.111,الذكاء الصنعي المتقدّم,111,27.111|47.111,20221,12,396.111,الذكاء الصنعي والشبكات العصبونية,20152,31,False,0.6666666666666666,True,True,True,False,,False,,25.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1208.111,تقانات إحصائية في علوم البيانات,111,27.111|47.111,20231,7,995.111,تقانة حيوية في الصيدلة,20212,1616,False,0.5660377358490566,False,False,True,True,,False,,17.0,genuinely_new,best historical normalized-name similarity 0.566 is below 0.60
1209.111,مدخل إلى البيانات الكبيرة,111,27.111|47.111,20232,3,445.111,مدخل إلى الروبوتية,20142,3,False,0.6511627906976745,True,True,True,False,,False,,25.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1210.111,مدخل إلى التعلم العميق,111,27.111|47.111,20232,5,97.111,مدخل إلى التسويق,20213,1559,False,0.7368421052631579,False,False,False,False,,False,,5.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1212.111,معالجة اللغات الطبيعية,111,27.111|47.111,20232,12,448.111,معالجة اللغات الطبيعية,20132,1,True,1.0,True,True,False,False,,False,,68.0,likely_renumbered_needs_review,exact normalized name; same credits; same course type; similarity cannot confirm equivalence without an official source
1213.111,مدخل إلى الرؤية الحاسوبية,111,26.111|27.111|46.111|47.111,20231,9,453.111,الرؤية الحاسوبية,20132,1,False,0.7804878048780488,True,True,False,True,,False,,23.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1214.111,النظم الخبيرة,111,27.111|47.111,20221,11,441.111,النظم الخبيرة,20213,119,True,1.0,True,True,True,True,,False,,80.0,likely_renumbered_needs_review,exact normalized name; same credits; same course type; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1216.111,الإشارات والنظم,111,29.111|30.111|31.111|45.111|48.111|49.111,20221,27,458.111,الإشارات والنظم,20213,260,True,1.0,True,True,True,True,,False,,80.0,likely_renumbered_needs_review,exact normalized name; same credits; same course type; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1217.111,الدارات الإلكترونية1,111,30.111|31.111|45.111|49.111,20221,37,430.111,الدارات الإلكترونية 1,20213,216,False,0.975609756097561,True,True,True,True,,False,,49.51219512195122,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1218.111,الدارات الإلكترونية2,111,30.111|31.111|45.111|49.111,20222,10,459.111,الدارات الإلكترونية 2,20213,186,False,0.975609756097561,True,True,True,True,,False,,49.51219512195122,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1220.111,الدارات الكهربائية2,111,31.111|49.111,20231,6,428.111,الدارات الكهربائية 2,20212,238,False,0.9743589743589743,True,True,True,False,,False,,44.48717948717949,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1224.111,الاتصالات الرقمية,111,31.111|49.111,20232,1,463.111,الاتصالات الرقمية,20212,168,True,1.0,True,True,True,True,,False,,80.0,likely_renumbered_needs_review,exact normalized name; same credits; same course type; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1231.111,الاتصالات النقالة واللاسلكية,111,31.111|49.111,20233,1,474.111,الاتصالات النقالة واللاسلكية,20212,206,True,1.0,True,True,False,True,,False,,73.0,likely_renumbered_needs_review,exact normalized name; same credits; same course type; same planned level; similarity cannot confirm equivalence without an official source
1235.111,تصميم المترجمات,111,26.111|27.111|29.111|46.111|47.111|48.111,20221,140,523.111,تصميم المترجمات,20213,319,True,1.0,True,True,True,False,,False,,75.0,likely_renumbered_needs_review,exact normalized name; same credits; same course type; same requirement type; similarity cannot confirm equivalence without an official source
1236.111,بنيان البرمجيات,111,26.111|46.111,20222,113,532.111,هندسة البرمجيات,20212,225,False,0.7333333333333333,True,True,True,False,,False,,25.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1237.111,نظم قواعد البيانات,111,26.111|27.111|29.111|46.111|47.111|48.111,20221,237,527.111,قواعد البيانات 2,20212,341,False,0.8235294117647058,True,True,True,True,,False,,30.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1238.111,النظم الموزعة والحوسبة السحابية,111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,20222,63,938.111,علم السموم والطب الشرعي,20112,1,False,0.5925925925925926,False,True,True,False,,False,,17.0,genuinely_new,best historical normalized-name similarity 0.593 is below 0.60
1239.111,تصميم نظم البرمجيات,111,26.111|46.111,20231,41,523.111,تصميم المترجمات,20213,319,False,0.7058823529411765,True,True,True,True,,False,,30.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1240.111,تطوير تطبيقات الويب,111,26.111|46.111,20221,18,899.111,مقدمة في تطبيقات الحاسوب,20082,1,False,0.6511627906976745,True,True,False,False,,False,,18.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1241.111,إدارة المشاريع البرمجية,111,26.111|46.111,20232,30,73.111,إدارة الموارد البشرية,20213,958,False,0.8181818181818182,True,False,False,False,,False,,13.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1242.111,تطوير تطبيقات الموبايل,111,26.111|46.111,20232,11,417.111,برمجة التطبيقات الشبكية,20152,54,False,0.6222222222222222,True,True,True,False,,False,,25.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1243.111,اختبار البرمجيات,111,26.111|46.111,20233,20,532.111,هندسة البرمجيات,20212,225,False,0.6451612903225806,True,True,True,True,,False,,30.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1244.111,إدارة تشكيلة البرمجيات,111,26.111|46.111,20231,29,532.111,هندسة البرمجيات,20212,225,False,0.6486486486486487,True,True,True,True,,False,,30.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1246.111,قواعد البيانات المتقدمة,111,26.111|27.111|46.111|47.111,20221,90,533.111,قواعد البيانات المتقدمة,20212,223,True,1.0,True,True,True,True,,False,,80.0,likely_renumbered_needs_review,exact normalized name; same credits; same course type; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1249.111,نظم المعلومات الإدارية,111,26.111|27.111|46.111,20231,32,545.111,نظم المعلومات الإدارية,20212,135,True,1.0,True,False,True,False,,False,,70.0,likely_renumbered_needs_review,exact normalized name; same credits; same requirement type; similarity cannot confirm equivalence without an official source
1252.111,المتحكمات الصغرية والنظم المضمنة,111,29.111|30.111|31.111|45.111|48.111|49.111,20221,14,461.111,المتحكمات الصغرية والنظم المضمنة,20212,177,True,1.0,True,True,True,True,,False,,80.0,likely_renumbered_needs_review,exact normalized name; same credits; same course type; same requirement type; same planned level; similarity cannot confirm equivalence without an official source
1253.111,الميكانيك النظري,111,30.111|45.111,20231,16,1047.111,ميكانيك هندسي,20213,356,False,0.6896551724137931,False,True,False,False,,False,,10.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1254.111,نظرية التحكم,111,30.111|45.111,20222,6,521.111,نظرية الحوسبة,20212,483,False,0.72,True,True,True,False,,False,,25.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1255.111,مدخل إلى الروبوتية,111,27.111|30.111|45.111|47.111,20222,14,445.111,مدخل إلى الروبوتية,20142,3,True,1.0,True,True,True,False,,False,,75.0,likely_renumbered_needs_review,exact normalized name; same credits; same course type; same requirement type; similarity cannot confirm equivalence without an official source
1256.111,الحساسات والتحسس,111,30.111|45.111,20233,1,458.111,الإشارات والنظم,20213,260,False,0.5806451612903226,True,True,True,False,,False,,25.0,genuinely_new,best historical normalized-name similarity 0.581 is below 0.60
1257.111,الآلات الكهربائية,111,30.111|45.111,20231,5,427.111,الدارات الكهربائية 1,20212,385,False,0.8108108108108109,True,True,True,False,,False,,25.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1258.111,النظم الروبوتية,111,30.111|45.111,20232,4,491.111,الروبوتية,20152,4,False,0.75,True,True,False,False,,False,,18.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1259.111,الميكانيك والآلات,111,30.111|45.111,20232,4,1060.111,ميكانيك الموائع,20212,206,False,0.625,False,True,False,False,,False,,10.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1260.111,التصميم بمساعدة الحاسوب,111,30.111|45.111,20221,5,490.111,الهندسة بمساعدة الحاسوب,20191,90,False,0.782608695652174,True,True,False,False,,False,,18.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1267.111,بروتوكولات الشبكات الحاسوبية,111,29.111|48.111,20221,11,379.111,الشبكات الحاسوبية,20152,44,False,0.7555555555555555,True,True,True,False,,False,,25.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1268.111,برمجة نظم التشغيل,111,29.111|48.111,20231,4,528.111,نظم التشغيل,20212,183,False,0.7857142857142857,True,True,True,False,,False,,25.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1269.111,أساسيات أمن الحواسيب,111,29.111|48.111,20223,44,510.111,بنيان الحواسيب,20213,1165,False,0.7058823529411765,True,False,False,False,,False,,18.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1271.111,برمجة التطبيقات الشبكية,111,29.111|48.111,20231,13,417.111,برمجة التطبيقات الشبكية,20152,54,True,1.0,True,True,True,False,,False,,75.0,likely_renumbered_needs_review,exact normalized name; same credits; same course type; same requirement type; similarity cannot confirm equivalence without an official source
1272.111,أمن نظم قواعد البيانات,111,26.111|27.111|29.111|46.111|47.111|48.111,20231,54,382.111,قواعد البيانات 2,20161,50,False,0.7368421052631579,True,True,True,True,,False,,30.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1273.111,أمن الشبكات والأمن السيبراني,111,29.111|48.111,20231,20,379.111,الشبكات الحاسوبية,20152,44,False,0.5777777777777777,True,True,True,True,,False,,30.0,genuinely_new,best historical normalized-name similarity 0.578 is below 0.60
1275.111,إدارة الشبكات الحاسوبية,111,27.111|29.111|30.111|45.111|47.111|48.111,20232,10,379.111,الشبكات الحاسوبية,20152,44,False,0.85,True,True,True,True,,False,,47.0,unresolved,"plausible content match exists, but structural/temporal evidence is insufficient or conflicting; human review required"
1276.111,كشف التطفل وإدارة الاختراقات,111,29.111|48.111,20232,2,95.111,اتخاذ القرار وإدارة الأزمات,20213,141,False,0.5454545454545454,True,False,True,True,,False,,25.0,genuinely_new,best historical normalized-name similarity 0.545 is below 0.60
